LOT_NO,feature,mean_abs_shap
HZE07,솔트조_온도_1_Zone_mean,3.355931758880615e-05
HZE07,소입로_온도_4_Zone_mean,3.056993722915649e-05
HZE07,건조로_온도_2_Zone_range,2.3287591934204102e-05
HZE07,소입로_온도_3_Zone_mean,2.1337664127349854e-05
HZE07,소입로_온도_4_Zone_min,1.8757904767990113e-05
HZE07,건조로_온도_1_Zone_max,1.1278089284896851e-05
HZE07,소입로_온도_4_Zone_max,1.1096315383911133e-05
HZE07,솔트조_온도_2_Zone_std,1.0204200744628907e-05
HZE08,소입로_온도_3_Zone_mean,3.668441295623779e-05
HZE08,소입로_온도_4_Zone_mean,2.985219955444336e-05
HZE08,솔트조_온도_1_Zone_mean,2.918339490890503e-05
HZE08,건조로_온도_2_Zone_range,2.4955804347991943e-05
HZE08,소입로_온도_3_Zone_min,2.4872453212738038e-05
HZE08,소입로_온도_4_Zone_range,2.222723960876465e-05
HZE08,소입로_온도_4_Zone_min,1.947460412979126e-05
HZE08,소입로_온도_1_Zone_max,1.4952614307403564e-05
HZE08,건조로_온도_2_Zone_mean,1.157551407814026e-05
HZE08,소입로_온도_4_Zone_max,1.1312742233276368e-05
HZE09,건조로_온도_2_Zone_range,0.00011939623832702636
HZE09,소입로_온도_4_Zone_range,4.319880962371826e-05
HZE09,솔트_컨베이어_온도_2_Zone_mean,3.578027963638306e-05
HZE09,소입로_온도_3_Zone_mean,2.945607662200928e-05
HZE09,소입로_온도_4_Zone_mean,2.129829168319702e-05
HZE09,솔트_컨베이어_온도_2_Zone_std,1.837615132331848e-05
HZE09,소입로_온도_4_Zone_max,1.531096339225769e-05
HZE09,소입로_온도_4_Zone_min,1.525805115699768e-05
HZE09,건조로_온도_2_Zone_max,1.2853546142578124e-05
HZE09,소입로_온도_1_Zone_max,1.2182533740997315e-05
HZE11,소입로_온도_4_Zone_mean,0.00019826082229614257
HZE11,소입로_온도_4_Zone_range,3.326761484146118e-05
HZE11,건조로_온도_1_Zone_mean,2.832421064376831e-05
HZE11,소입로_온도_3_Zone_mean,2.4727680683135988e-05
HZE11,소입로_온도_3_Zone_min,2.471541166305542e-05
HZE11,소입로_온도_1_Zone_mean,2.3004398345947267e-05
HZE11,건조로_온도_1_Zone_max,2.0902090072631835e-05
HZE11,소입로_온도_4_Zone_min,1.5899268388748168e-05
HZE11,솔트조_온도_2_Zone_std,1.4774762392044067e-05
HZE11,건조로_온도_2_Zone_range,1.4446765184402465e-05
HZE12,소입로_온도_2_Zone_mean,3.7345540523529055e-05
HZE12,소입로_온도_3_Zone_min,2.7207088470458985e-05
HZE12,솔트조_온도_1_Zone_mean,2.296302318572998e-05
HZE12,건조로_온도_2_Zone_range,2.1423625946044923e-05
HZE12,소입로_온도_4_Zone_range,2.1041419506072997e-05
HZE12,소입로_온도_4_Zone_min,1.9069952964782715e-05
HZE12,소입로_온도_4_Zone_max,1.549091577529907e-05
HZE12,소입로_온도_3_Zone_mean,1.317686915397644e-05
HZE12,소입로_온도_4_Zone_mean,1.0526120662689208e-05
HZE12,건조로_온도_2_Zone_max,8.02206575870514e-06
HZE13,건조로_온도_2_Zone_mean,4.276391506195068e-05
HZE13,소입로_온도_1_Zone_max,3.917739152908325e-05
HZE13,소입로_온도_4_Zone_mean,3.6965029239654544e-05
HZE13,소입로_온도_4_Zone_min,1.9652186632156372e-05
HZE13,건조로_온도_2_Zone_range,1.8473169803619385e-05
HZE13,소입로_온도_4_Zone_range,1.5407246351242066e-05
HZE13,소입로_온도_4_Zone_max,1.1379410028457641e-05
HZE13,건조로_온도_1_Zone_max,1.0807615518569946e-05
HZE13,솔트조_온도_2_Zone_std,1.0724004507064819e-05
HZE13,솔트조_온도_1_Zone_mean,1.0186429023742676e-05
HZE14,소입로_온도_4_Zone_min,0.0003163495445251465
HZE14,소입로_온도_4_Zone_range,8.754137992858887e-05
HZE14,건조로_온도_1_Zone_mean,6.741073608398438e-05
HZE14,솔트_컨베이어_온도_2_Zone_mean,3.876927137374878e-05
HZE14,소입로_온도_1_Zone_mean,3.364072322845459e-05
HZE14,솔트조_온도_1_Zone_mean,3.345415115356445e-05
HZE14,솔트_컨베이어_온도_2_Zone_std,2.4902606010437012e-05
HZE14,건조로_온도_2_Zone_max,2.112882852554321e-05
HZE14,소입로_온도_4_Zone_mean,1.5237609148025512e-05
HZE14,소입로_온도_1_Zone_max,1.4641470909118653e-05
HZE15,소입로_온도_4_Zone_mean,0.00012517682075500488
HZE15,건조로_온도_1_Zone_mean,9.690869331359863e-05
HZE15,건조로_온도_2_Zone_mean,4.010200500488281e-05
HZE15,소입로_온도_1_Zone_max,3.273322582244873e-05
HZE15,소입로_온도_3_Zone_mean,2.5915303230285643e-05
HZE15,소입로_온도_1_Zone_mean,2.4761829376220702e-05
HZE15,건조로_온도_1_Zone_max,1.9672577381134034e-05
HZE15,솔트조_온도_2_Zone_std,1.9050254821777342e-05
HZE15,소입로_온도_3_Zone_min,1.0984989404678345e-05
HZE15,소입로_온도_4_Zone_max,1.0816104412078858e-05
HZF01,소입로_온도_3_Zone_mean,3.121163845062256e-05
HZF01,소입로_온도_4_Zone_mean,3.082942485809326e-05
HZF01,솔트조_온도_1_Zone_mean,2.889554500579834e-05
HZF01,건조로_온도_2_Zone_range,2.5561425685882568e-05
HZF01,소입로_온도_4_Zone_range,2.084653377532959e-05
HZF01,소입로_CP_값_mean,2.019010782241821e-05
HZF01,소입로_온도_4_Zone_min,1.6558517217636107e-05
HZF01,소입로_CP_값_max,1.0656315088272095e-05
HZF01,건조로_온도_2_Zone_mean,9.119839072227477e-06
HZF01,건조로_온도_2_Zone_max,8.564839959144593e-06
HZF02,소입로_온도_4_Zone_range,4.158299446105957e-05
HZF02,소입로_온도_4_Zone_mean,2.9186596870422365e-05
HZF02,솔트조_온도_1_Zone_mean,2.6117334365844725e-05
HZF02,소입로_온도_3_Zone_mean,2.2045915126800537e-05
HZF02,건조로_온도_2_Zone_range,2.0347084999084472e-05
HZF02,소입로_온도_4_Zone_min,1.674116253852844e-05
HZF02,소입로_온도_4_Zone_max,1.5054032802581788e-05
HZF02,솔트_컨베이어_온도_2_Zone_mean,1.4324729442596436e-05
HZF02,소입로_온도_1_Zone_max,1.1368677616119384e-05
HZF02,소입로_온도_1_Zone_std,9.756085276603698e-06
HZF03,소입로_온도_1_Zone_max,6.826655864715576e-05
HZF03,소입로_온도_4_Zone_mean,4.0747580528259275e-05
HZF03,소입로_온도_3_Zone_mean,3.6298975944519044e-05
HZF03,솔트조_온도_1_Zone_mean,3.015652894973755e-05
HZF03,소입로_온도_4_Zone_min,2.0037379264831544e-05
HZF03,소입로_온도_4_Zone_range,1.6118714809417725e-05
HZF03,솔트조_온도_2_Zone_std,1.5210781097412109e-05
HZF03,건조로_온도_2_Zone_range,1.3285878896713257e-05
HZF03,소입로_온도_4_Zone_max,1.0836963653564453e-05
HZF03,솔트_컨베이어_온도_1_Zone_std,8.002834320068359e-06
HZF04,건조로_온도_2_Zone_mean,4.143823623657227e-05
HZF04,소입로_온도_1_Zone_mean,3.8592863082885745e-05
HZF04,솔트조_온도_1_Zone_mean,2.926313877105713e-05
HZF04,소입로_온도_3_Zone_min,2.669675588607788e-05
HZF04,소입로_온도_4_Zone_mean,2.4995038509368895e-05
HZF04,건조로_온도_2_Zone_max,2.3136911392211913e-05
HZF04,소입로_온도_4_Zone_min,1.8945865631103516e-05
HZF04,솔트조_온도_2_Zone_std,1.871781587600708e-05
HZF04,소입로_온도_3_Zone_mean,1.6143798828125e-05
HZF04,소입로_온도_4_Zone_max,1.5089820623397827e-05
HZF05,소입로_온도_1_Zone_max,6.228550910949706e-05
HZF05,소입로_온도_4_Zone_mean,3.969261884689331e-05
HZF05,솔트조_온도_1_Zone_mean,2.9603214263916015e-05
HZF05,소입로_온도_3_Zone_mean,2.0927789211273195e-05
HZF05,소입로_온도_4_Zone_min,1.937983751296997e-05
HZF05,소입로_온도_4_Zone_max,1.5176715850830078e-05
HZF05,소입로_온도_4_Zone_range,1.340885043144226e-05
HZF05,건조로_온도_2_Zone_range,1.3205610513687134e-05
HZF05,소입로_온도_1_Zone_mean,1.1158602237701417e-05
HZF05,솔트조_온도_2_Zone_std,9.596440792083741e-06
HZF06,건조로_온도_2_Zone_range,0.00021969501495361327
HZF06,소입로_온도_2_Zone_min,6.573430061340332e-05
HZF06,소입로_온도_1_Zone_mean,3.902325391769409e-05
HZF06,건조로_온도_1_Zone_std,3.8967974185943606e-05
HZF06,소입로_온도_4_Zone_max,3.4880456924438476e-05
HZF06,소입로_온도_2_Zone_max,3.055655479431152e-05
HZF06,솔트_컨베이어_온도_2_Zone_std,2.3563172817230224e-05
HZF06,건조로_온도_2_Zone_max,2.288538932800293e-05
HZF06,솔트조_온도_1_Zone_mean,2.015016317367554e-05
HZF06,건조로_온도_1_Zone_mean,1.690011501312256e-05
HZF10,솔트조_온도_1_Zone_mean,3.8219931125640866e-05
HZF10,소입로_온도_4_Zone_range,3.460967779159546e-05
HZF10,소입로_온도_3_Zone_mean,3.395676851272583e-05
HZF10,소입로_온도_4_Zone_mean,2.994314670562744e-05
HZF10,소입로_온도_4_Zone_max,2.449240207672119e-05
HZF10,건조로_온도_2_Zone_range,2.4347684383392333e-05
HZF10,소입로_온도_4_Zone_min,1.852166771888733e-05
HZF10,건조로_온도_2_Zone_mean,1.0619269609451294e-05
HZF10,솔트조_온도_2_Zone_std,9.552459716796875e-06
HZF10,소입로_온도_2_Zone_max,9.363123178482056e-06
HZF11,소입로_온도_1_Zone_max,7.185221672058106e-05
HZF11,소입로_온도_4_Zone_mean,3.9583981037139895e-05
HZF11,소입로_온도_3_Zone_mean,3.522336006164551e-05
HZF11,솔트조_온도_1_Zone_std,3.433431386947632e-05
HZF11,건조로_온도_2_Zone_mean,3.0063059329986572e-05
HZF11,소입로_온도_4_Zone_min,2.3474960327148436e-05
HZF11,솔트조_온도_2_Zone_std,1.9773718118667604e-05
HZF11,건조로_온도_2_Zone_range,1.9084949493408203e-05
HZF11,소입로_온도_4_Zone_range,1.1981339454650879e-05
HZF11,소입로_온도_4_Zone_max,1.1851468086242676e-05
HZF12,소입로_온도_1_Zone_max,5.659929752349853e-05
HZF12,소입로_온도_3_Zone_mean,3.551800727844238e-05
HZF12,소입로_온도_4_Zone_mean,3.0808994770050046e-05
HZF12,건조로_온도_2_Zone_range,2.046445608139038e-05
HZF12,소입로_온도_4_Zone_min,1.9168444871902466e-05
HZF12,소입로_온도_4_Zone_range,1.7684659957885743e-05
HZF12,소입로_온도_4_Zone_max,1.5252853631973266e-05
HZF12,솔트조_온도_2_Zone_std,1.0496395826339722e-05
HZF12,소입로_온도_1_Zone_mean,8.327577710151673e-06
HZF12,솔트조_온도_1_Zone_mean,7.582140564918518e-06
HZF13,소입로_온도_4_Zone_mean,0.00021985721588134766
HZF13,소입로_온도_1_Zone_max,5.0648789405822753e-05
HZF13,솔트_컨베이어_온도_2_Zone_mean,3.8849623203277585e-05
HZF13,소입로_온도_2_Zone_min,3.875105619430542e-05
HZF13,소입로_온도_4_Zone_range,3.831128597259521e-05
HZF13,건조로_온도_1_Zone_mean,2.840679168701172e-05
HZF13,건조로_온도_1_Zone_max,2.3754770755767823e-05
HZF13,솔트조_온도_1_Zone_std,2.220236301422119e-05
HZF13,소입로_온도_3_Zone_mean,2.0563132762908936e-05
HZF13,소입로_온도_4_Zone_max,1.4825371503829957e-05
HZF14,소입로_온도_4_Zone_range,5.337447643280029e-05
HZF14,건조로_온도_1_Zone_std,3.412925481796265e-05
HZF14,소입로_온도_4_Zone_mean,2.9562768936157225e-05
HZF14,솔트_컨베이어_온도_2_Zone_mean,1.839502453804016e-05
HZF14,건조로_온도_2_Zone_range,1.7648512125015258e-05
HZF14,솔트조_온도_1_Zone_mean,1.7011659145355224e-05
HZF14,소입로_온도_4_Zone_min,1.65906822681427e-05
HZF14,소입로_온도_4_Zone_max,1.5137788057327271e-05
HZF14,소입로_온도_1_Zone_max,1.132264494895935e-05
HZF14,소입로_CP_값_max,7.79271900653839e-06
HZF15,소입로_온도_1_Zone_max,3.320099592208862e-05
HZF15,소입로_온도_4_Zone_mean,2.8431174755096437e-05
HZF15,솔트조_온도_1_Zone_mean,2.2378342151641846e-05
HZF15,건조로_온도_2_Zone_range,2.202024221420288e-05
HZF15,소입로_온도_3_Zone_mean,1.8910144567489626e-05
HZF15,소입로_온도_4_Zone_min,1.7591921091079712e-05
HZF15,소입로_온도_4_Zone_range,1.7358300685882567e-05
HZF15,소입로_온도_4_Zone_max,1.4368376731872559e-05
HZF15,건조로_온도_2_Zone_mean,1.1649376153945922e-05
HZF15,건조로_온도_2_Zone_max,1.1623680591583252e-05
HZF16,소입로_온도_4_Zone_mean,0.0002481938362121582
HZF16,소입로_온도_4_Zone_range,4.285224437713623e-05
HZF16,소입로_온도_1_Zone_max,3.0739898681640625e-05
HZF16,소입로_CP_값_mean,2.568009376525879e-05
HZF16,건조로_온도_1_Zone_mean,2.4873852729797365e-05
HZF16,소입로_온도_3_Zone_mean,1.4952468872070313e-05
HZF16,소입로_온도_4_Zone_min,1.4271351099014282e-05
HZF16,솔트_컨베이어_온도_2_Zone_mean,1.1566811800003051e-05
HZF16,건조로_온도_2_Zone_range,1.0283616781234742e-05
HZF16,솔트조_온도_1_Zone_mean,7.806384563446045e-06
HZF17,소입로_온도_2_Zone_mean,3.9267492294311526e-05
HZF17,솔트조_온도_1_Zone_mean,2.3176331520080566e-05
HZF17,건조로_온도_2_Zone_range,2.112133264541626e-05
HZF17,소입로_온도_4_Zone_range,2.0753700733184815e-05
HZF17,소입로_온도_4_Zone_max,1.9879288673400878e-05
HZF17,소입로_온도_4_Zone_min,1.9725881814956665e-05
HZF17,솔트조_온도_2_Zone_std,1.549887776374817e-05
HZF17,소입로_온도_4_Zone_mean,1.3938393592834473e-05
HZF17,소입로_온도_3_Zone_mean,1.359457492828369e-05
HZF17,소입로_온도_2_Zone_max,9.45811927318573e-06
HZG01,소입로_온도_4_Zone_mean,0.0002207820701599121
HZG01,소입로_온도_4_Zone_range,8.351863861083985e-05
HZG01,솔트_컨베이어_온도_2_Zone_mean,3.576926708221435e-05
HZG01,소입로_온도_4_Zone_max,3.496156454086304e-05
HZG01,소입로_온도_2_Zone_max,3.1621179580688476e-05
HZG01,건조로_온도_1_Zone_mean,2.9635260105133056e-05
HZG01,소입로_온도_3_Zone_mean,2.033207893371582e-05
HZG01,건조로_온도_1_Zone_max,1.987978935241699e-05
HZG01,소입로_온도_4_Zone_min,1.1894639730453492e-05
HZG01,건조로_온도_1_Zone_std,1.0774059295654298e-05
HZG02,건조로_온도_2_Zone_range,0.0001945673942565918
HZG02,소입로_온도_4_Zone_mean,2.018380880355835e-05
HZG02,소입로_온도_4_Zone_range,1.9309239387512208e-05
HZG02,소입로_온도_3_Zone_mean,1.674542188644409e-05
HZG02,소입로_온도_4_Zone_max,1.609197497367859e-05
HZG02,소입로_온도_4_Zone_min,1.452250838279724e-05
HZG02,솔트조_온도_1_Zone_mean,1.4020158052444458e-05
HZG02,소입로_온도_1_Zone_max,1.3386650085449219e-05
HZG02,건조로_온도_1_Zone_std,1.2149990797042846e-05
HZG02,세정기_std,1.1614151000976562e-05
HZG03,소입로_온도_4_Zone_range,4.0837688446044925e-05
HZG03,솔트_컨베이어_온도_2_Zone_mean,3.846436738967896e-05
HZG03,소입로_온도_4_Zone_mean,2.7645742893218994e-05
HZG03,소입로_온도_1_Zone_std,2.2139647006988526e-05
HZG03,소입로_온도_4_Zone_max,2.051720380783081e-05
HZG03,건조로_온도_1_Zone_std,1.9351406097412108e-05
HZG03,솔트조_온도_1_Zone_mean,1.920216917991638e-05
HZG03,소입로_온도_3_Zone_mean,1.640886187553406e-05
HZG03,소입로_온도_4_Zone_min,1.617096543312073e-05
HZG03,건조로_온도_2_Zone_range,1.0563879013061524e-05
HZG05,건조로_온도_2_Zone_range,5.85435962677002e-05
HZG05,솔트_컨베이어_온도_2_Zone_mean,3.574142456054688e-05
HZG05,소입로_온도_4_Zone_mean,2.3955764770507813e-05
HZG05,소입로_온도_4_Zone_max,1.5498991012573242e-05
HZG05,소입로_온도_3_Zone_mean,1.4214969873428344e-05
HZG05,소입로_온도_4_Zone_range,1.2925422191619873e-05
HZG05,세정기_std,1.2031726837158203e-05
HZG05,솔트조_온도_1_Zone_mean,1.0836641788482667e-05
HZG05,솔트조_온도_1_Zone_std,1.0750845670700073e-05
HZG05,소입로_온도_1_Zone_max,1.0677907466888427e-05
HZG15,소입로_온도_1_Zone_std,4.062618732452393e-05
HZG15,소입로_온도_4_Zone_mean,2.8252379894256593e-05
HZG15,건조로_온도_2_Zone_range,2.1984784603118896e-05
HZG15,소입로_온도_4_Zone_min,2.00258207321167e-05
HZG15,소입로_온도_3_Zone_mean,1.9642289876937865e-05
HZG15,소입로_온도_4_Zone_range,1.6540110111236573e-05
HZG15,소입로_온도_4_Zone_max,1.5233339071273805e-05
HZG15,건조로_온도_2_Zone_mean,1.2475762367248535e-05
HZG15,건조로_온도_1_Zone_std,1.1398167610168458e-05
HZG15,건조로_온도_2_Zone_max,1.0778353214263916e-05
HZG16,소입로_온도_4_Zone_range,4.0894651412963865e-05
HZG16,소입로_온도_1_Zone_std,3.934351444244385e-05
HZG16,솔트_컨베이어_온도_2_Zone_mean,3.608370780944824e-05
HZG16,소입로_온도_4_Zone_max,3.4712085723876954e-05
HZG16,소입로_온도_2_Zone_max,3.086296796798706e-05
HZG16,소입로_온도_4_Zone_mean,2.7738161087036133e-05
HZG16,소입로_온도_4_Zone_min,1.757627606391907e-05
HZG16,소입로_온도_3_Zone_mean,1.3977491855621338e-05
HZG16,건조로_온도_1_Zone_std,1.0884796380996704e-05
HZG16,건조로_온도_2_Zone_mean,9.413816928863525e-06
HZG17,소입로_온도_4_Zone_range,3.186715602874756e-05
HZG17,소입로_온도_4_Zone_mean,2.919677734375e-05
HZG17,소입로_온도_3_Zone_mean,2.8801066875457765e-05
HZG17,건조로_온도_2_Zone_range,2.6802098751068116e-05
HZG17,솔트조_온도_1_Zone_mean,2.4755904674530028e-05
HZG17,소입로_온도_4_Zone_min,1.7148574590682982e-05
HZG17,소입로_온도_4_Zone_max,1.5194475650787353e-05
HZG17,소입로_온도_1_Zone_max,1.2586530447006226e-05
HZG17,세정기_std,1.1586294174194336e-05
HZG17,솔트조_온도_2_Zone_std,1.0023273229599e-05
